display_name_input,display_name_matched,source_id,issn,works_count,host_org
PHYTOCHEMISTRY REVIEWS,Phytochemistry Reviews,https://openalex.org/S125094086,1568-7767|1572-980X,996,Springer Science+Business Media
PHYTOCOENOLOGIA,Phytocoenologia,https://openalex.org/S37978772,0340-269X|2363-7153,1038,Gebrüder Borntraeger Verlagsbuchhandlung
PHYTOKEYS,PhytoKeys,https://openalex.org/S138605562,1314-2003|1314-2011,1403,Pensoft Publishers
PHYTOMEDICINE,Phytomedicine,https://openalex.org/S180051340,0944-7113|1618-095X,6030,Elsevier BV
PHYTOPARASITICA,Phytoparasitica,https://openalex.org/S116008648,0334-2123|1876-7184,2494,Springer Science+Business Media
PHYTOPATHOLOGIA MEDITERRANEA,Phytopathologia Mediterranea,https://openalex.org/S2416839,0031-9465|1593-2095,1180,Firenze University Press
PHYTOPATHOLOGY,Phytopathology,https://openalex.org/S85201822,0031-949X|1943-7684,16682,American Phytopathological Society
PHYTOPATHOLOGY RESEARCH,Phytopathology Research,https://openalex.org/S4210219605,2524-4167|2096-5362,160,BioMed Central
PHYTOPROTECTION,Phytoprotection,https://openalex.org/S149675510,0031-9511|1710-1603,622,
PHYTOTAXA,Phytotaxa,https://openalex.org/S100787194,1179-3155|1179-3163,11205,Q15088586
PHYTOTHERAPY RESEARCH,Phytotherapy Research,https://openalex.org/S206789554,0951-418X|1099-1573,8648,Wiley
PIGMENT & RESIN TECHNOLOGY,Pigment & Resin Technology,https://openalex.org/S178140815,0369-9420|1758-6941,7766,Emerald Publishing Limited
PIGMENT CELL & MELANOMA RESEARCH,Pigment Cell & Melanoma Research,https://openalex.org/S179442820,1755-1471|1755-148X,1817,Wiley
PITUITARY,Pituitary,https://openalex.org/S142774597,1386-341X|1573-7403,1625,Springer Science+Business Media
PLACENTA,Placenta,https://openalex.org/S171513543,0143-4004|1532-3102,11353,Elsevier BV
PLANETARY AND SPACE SCIENCE,Planetary and Space Science,https://openalex.org/S105500771,0032-0633|1873-5088,11422,Elsevier BV
PLANT AND CELL PHYSIOLOGY,Plant and Cell Physiology,https://openalex.org/S110997964,0032-0781|1471-9053,15194,Oxford University Press
PLANT AND SOIL,Plant and Soil,https://openalex.org/S11781297,0032-079X|1573-5036,18052,Springer Science+Business Media
PLANT BIOLOGY,Plant Biology,https://openalex.org/S104414929,1435-8603|1438-8677,3192,Wiley
PLANT BIOTECHNOLOGY,Plant Biotechnology,https://openalex.org/S85796158,1342-4580|1347-6114,1676,Japanese Society for Plant Biotechnology
PLANT BIOTECHNOLOGY JOURNAL,Plant Biotechnology Journal,https://openalex.org/S36510773,1467-7644|1467-7652,2961,Wiley
PLANT BIOTECHNOLOGY REPORTS,Plant Biotechnology Reports,https://openalex.org/S44784542,1863-5466|1863-5474,817,Springer Science+Business Media
PLANT BREEDING,Plant Breeding,https://openalex.org/S192387442,0179-9541|1439-0523,4253,Wiley
PLANT CELL REPORTS,Plant Cell Reports,https://openalex.org/S196783408,0721-7714|1432-203X,6837,Springer Science+Business Media
PLANT COMMUNICATIONS,Plant Communications,https://openalex.org/S4210223803,2590-3462,302,Elsevier BV
PLANT DIRECT,Plant Direct,https://openalex.org/S4210227165,2475-4455,547,Wiley
PLANT DISEASE,Plant Disease,https://openalex.org/S135458494,0191-2917|1943-7692,23917,American Phytopathological Society
PLANT DIVERSITY,Plant Diversity,https://openalex.org/S2764486155,2468-2659|2096-2703,1399,Elsevier BV
PLANT ECOLOGY,Plant Ecology,https://openalex.org/S58716519,1385-0237|1573-5052,3507,Springer Science+Business Media
PLANT ECOLOGY & DIVERSITY,Plant Ecology & Diversity,https://openalex.org/S33382538,1755-0874|1755-1668,621,Taylor & Francis
PLANT ECOLOGY AND EVOLUTION,Plant Ecology and Evolution,https://openalex.org/S6403244,2032-3913|2032-3921,574,Meise Botanic Garden
PLANT FOODS FOR HUMAN NUTRITION,Plant Foods for Human Nutrition,https://openalex.org/S54368951,0921-9668|1573-9104,2862,Springer Science+Business Media
PLANT GROWTH REGULATION,Plant Growth Regulation,https://openalex.org/S3204633,0167-6903|1573-5087,3776,Springer Science+Business Media
PLANT METHODS,Plant Methods,https://openalex.org/S184470774,1746-4811,1279,BioMed Central
PLANT MOLECULAR BIOLOGY,Plant Molecular Biology,https://openalex.org/S189846775,0167-4412|1573-5028,7821,Springer Science+Business Media
PLANT MOLECULAR BIOLOGY REPORTER,Plant Molecular Biology Reporter,https://openalex.org/S47836903,0735-9640|1572-9818,2763,Springer Science+Business Media
PLANT PATHOLOGY,Plant Pathology,https://openalex.org/S63107127,0032-0862|1365-3059,7811,Wiley
PLANT PATHOLOGY JOURNAL,Plant Pathology Journal,https://openalex.org/S72921495,1812-5387|1812-5425,1540,The Korean Society of Plant Pathology
PLANT PHENOMICS,Plant Phenomics,https://openalex.org/S4210217755,2643-6515|2097-0374,148,American Association for the Advancement of Science
PLANT PHYSIOLOGY,PLANT PHYSIOLOGY,https://openalex.org/S42294715,0032-0889|1532-2548,35239,Oxford University Press
PLANT PHYSIOLOGY AND BIOCHEMISTRY,Plant Physiology and Biochemistry,https://openalex.org/S115455909,0981-9428|1873-2690,7273,Elsevier BV
PLANT PRODUCTION SCIENCE,Plant Production Science,https://openalex.org/S207539002,1343-943X|1349-1008,1366,Taylor & Francis
PLANT PROTECTION SCIENCE,Plant Protection Science,https://openalex.org/S2764511895,1212-2580|1805-9341,1027,Czech Academy of Agricultural Sciences
PLANT REPRODUCTION,Plant Reproduction,https://openalex.org/S4210194613,2194-7953|2194-7961,255,Springer Science+Business Media
PLANT SCIENCE,Plant Science,https://openalex.org/S167743172,0168-9452|1873-2259,9991,Elsevier BV
PLANT SIGNALING & BEHAVIOR,Plant Signaling & Behavior,https://openalex.org/S21838795,1559-2316|1559-2324,4427,Taylor & Francis
PLANT SOIL AND ENVIRONMENT,Plant Soil and Environment,https://openalex.org/S933983379,1214-1178|1805-9368,1820,Czech Academy of Agricultural Sciences
PLANT SPECIES BIOLOGY,Plant Species Biology,https://openalex.org/S92757419,0913-557X|1442-1984,1120,Wiley
PLANT SYSTEMATICS AND EVOLUTION,Plant Systematics and Evolution,https://openalex.org/S50870786,0378-2697|1615-6110,17511,Springer Science+Business Media
PLANTA,Planta,https://openalex.org/S193523036,0032-0935|1432-2048,16004,Springer Science+Business Media
PLANTA MEDICA,Planta Medica,https://openalex.org/S39653451,0032-0943|1439-0221,26038,Thieme Medical Publishers (Germany)
PLANTS PEOPLE PLANET,Plants People Planet,https://openalex.org/S4210231449,2572-2611,359,Wiley
PLASMA CHEMISTRY AND PLASMA PROCESSING,Plasma Chemistry and Plasma Processing,https://openalex.org/S1244823,0272-4324|1572-8986,2144,Springer Science+Business Media
PLASMA PHYSICS AND CONTROLLED FUSION,Plasma Physics and Controlled Fusion,https://openalex.org/S75093782,0741-3335|1361-6587,8748,IOP Publishing
PLASMA PHYSICS REPORTS,Plasma Physics Reports,https://openalex.org/S117741244,1063-780X|1562-6938,3649,Pleiades Publishing
PLASMA PROCESSES AND POLYMERS,Plasma Processes and Polymers,https://openalex.org/S17577527,1612-8850|1612-8869,3244,Wiley
PLASMID,Plasmid,https://openalex.org/S160206373,0147-619X|1095-9890,2618,Elsevier BV
PLASMONICS,Plasmonics,https://openalex.org/S186953540,1557-1955|1557-1963,2804,Springer Science+Business Media
PLASTIC AND RECONSTRUCTIVE SURGERY,Plastic and reconstructive surgery,https://openalex.org/S4210200487,2522-5448|2522-5456,38,Springer Nature
PLASTIC SURGERY,Plastic Surgery,https://openalex.org/S4210203465,2292-5503|2292-5511,1501,SAGE Publishing
PLATELETS,Platelets,https://openalex.org/S103305516,0953-7104|1369-1635,3038,Informa
PLOS BIOLOGY,PLoS Biology,https://openalex.org/S154343897,1544-9173|1545-7885,6911,Public Library of Science
PLOS COMPUTATIONAL BIOLOGY,PLoS Computational Biology,https://openalex.org/S86033158,1553-734X|1553-7358,10117,Public Library of Science
PLOS GENETICS,PLoS Genetics,https://openalex.org/S103870658,1553-7390|1553-7404,10458,Public Library of Science
PLOS MEDICINE,PLoS Medicine,https://openalex.org/S197939330,1549-1277|1549-1676,5167,Public Library of Science
PLOS NEGLECTED TROPICAL DISEASES,PLoS neglected tropical diseases,https://openalex.org/S46544255,1935-2727|1935-2735,10637,Public Library of Science
PLOS ONE,PLoS ONE,https://openalex.org/S202381698,1932-6203,281207,Public Library of Science
PLOS PATHOGENS,PLoS Pathogens,https://openalex.org/S2004986,1553-7366|1553-7374,10242,Public Library of Science
PM&R,PM&R,https://openalex.org/S46247591,1934-1482|1934-1563,8781,Wiley
POLAR BIOLOGY,Polar Biology,https://openalex.org/S196656238,0722-4060|1432-2056,5148,Springer Science+Business Media
POLAR RECORD,Polar Record,https://openalex.org/S118957039,0032-2474|1475-3057,8247,Cambridge University Press
POLAR RESEARCH,Polar Research,https://openalex.org/S182295942,0800-0395|1751-8369,2241,Wiley
POLAR SCIENCE,Polar Science,https://openalex.org/S14279969,1873-9652|1876-4428,761,Elsevier BV
POLIMERY,Polimery,https://openalex.org/S11544407,0032-2725,4481,Industrial Chemistry Research Institute
POLISH JOURNAL OF CHEMICAL TECHNOLOGY,Polish Journal of Chemical Technology,https://openalex.org/S149049928,1509-8117|1899-4741,1352,De Gruyter Open
POLISH JOURNAL OF ECOLOGY,Polish Journal of Ecology,https://openalex.org/S38301578,1505-2249|2450-1395,1297,Polish Academy of Sciences
POLISH JOURNAL OF ENVIRONMENTAL STUDIES,Polish Journal of Environmental Studies,https://openalex.org/S110778218,1230-1485|2083-5906,5947,HARD Publishing Company
POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,Polish Journal of Food and Nutrition Sciences,https://openalex.org/S2736999800,1230-0322|2083-6007,2087,De Gruyter Open
POLISH JOURNAL OF MICROBIOLOGY,Polish Journal of Microbiology,https://openalex.org/S26402878,1733-1331|2544-4646,747,Exeley Inc
POLISH JOURNAL OF PATHOLOGY,Polish Journal of Pathology,https://openalex.org/S4210217733,1233-9687|2084-9869,571,Termedia Publishing House
POLISH JOURNAL OF VETERINARY SCIENCES,Polish Journal of Veterinary Sciences,https://openalex.org/S79457278,1505-1773|2300-2557,962,De Gruyter
POLISH MARITIME RESEARCH,Polish Maritime Research,https://openalex.org/S162630400,1233-2585|2083-7429,1385,De Gruyter Open
POLISH POLAR RESEARCH,Polish Polar Research,https://openalex.org/S67295124,0138-0338|2081-8262,815,De Gruyter Open
POLYCYCLIC AROMATIC COMPOUNDS,Polycyclic aromatic compounds,https://openalex.org/S178924077,1026-7743|1040-6638|1563-5333,2916,Taylor & Francis
POLYHEDRON,Polyhedron,https://openalex.org/S171616156,0277-5387|1873-3719,21545,Elsevier BV
POLYMER,Polymer,https://openalex.org/S186054908,0032-3861|1873-2291,37418,Elsevier BV
POLYMER BULLETIN,Polymer Bulletin,https://openalex.org/S111277402,0170-0839|1436-2449,11848,Springer Science+Business Media
POLYMER CHEMISTRY,Polymer Chemistry,https://openalex.org/S187215728,1759-9954|1759-9962,10220,Royal Society of Chemistry
POLYMER COMPOSITES,Polymer Composites,https://openalex.org/S156806727,0272-8397|1548-0569,8511,Wiley
POLYMER DEGRADATION AND STABILITY,Polymer Degradation and Stability,https://openalex.org/S10124807,0141-3910|1873-2321,10291,Elsevier BV
POLYMER ENGINEERING AND SCIENCE,Polymer Engineering and Science,https://openalex.org/S114499311,0032-3888|0096-8129|1548-2634,13084,Wiley
POLYMER INTERNATIONAL,Polymer International,https://openalex.org/S162033819,0959-8103|1097-0126,8332,Wiley
POLYMER JOURNAL,Polymer Journal,https://openalex.org/S91170297,0032-3896|1349-0540,7983,Springer Nature
POLYMER REVIEWS,Polymer Reviews,https://openalex.org/S166852190,1558-3716|1558-3724,363,Taylor & Francis
POLYMER SCIENCE SERIES A,Polymer Science Series A,https://openalex.org/S152081065,0965-545X,2079,MAIK Nauka/Interperiodica
POLYMER SCIENCE SERIES B,Polymer Science Series B,https://openalex.org/S47602209,1555-6123|1560-0904,1520,Pleiades Publishing
POLYMER SCIENCE SERIES C,Polymer Science Series C,https://openalex.org/S94554749,1555-614X|1811-2382,318,Pleiades Publishing
POLYMER TESTING,Polymer Testing,https://openalex.org/S157859649,0142-9418|1873-2348,6815,Elsevier BV
POLYMER-PLASTICS TECHNOLOGY AND MATERIALS,Polymer-Plastics Technology and Materials,https://openalex.org/S4210195438,2574-0881|2574-089X,653,Taylor & Francis
POLYMERS,Polymers,https://openalex.org/S123288148,2073-4360,20301,Multidisciplinary Digital Publishing Institute
POLYMERS FOR ADVANCED TECHNOLOGIES,Polymers for Advanced Technologies,https://openalex.org/S40708307,1042-7147|1099-1581,6816,Wiley
POPULATION ECOLOGY,Population Ecology,https://openalex.org/S45789726,1438-3896|1438-390X,2169,Wiley
POPULATION HEALTH MANAGEMENT,Population Health Management,https://openalex.org/S115396579,1942-7891|1942-7905,1132,"Mary Ann Liebert, Inc."
PORCINE HEALTH MANAGEMENT,Porcine Health Management,https://openalex.org/S2737862693,2055-5660,305,BioMed Central
PORTUGALIAE MATHEMATICA,Portugaliae Mathematica,https://openalex.org/S160572370,0032-5155|1662-2758,820,European Mathematical Society
POSITIVITY,Positivity,https://openalex.org/S161157516,1385-1292|1572-9281,1442,Birkhäuser
POSTEPY BIOLOGII KOMORKI,Postepy Biologii Komorki,https://openalex.org/S952765129,,1068,
POSTEPY W KARDIOLOGII INTERWENCYJNEJ,Postepy W Kardiologii Interwencyjnej,https://openalex.org/S45989272,,0,
POSTGRADUATE MEDICAL JOURNAL,Postgraduate Medical Journal,https://openalex.org/S43893605,0032-5473|1469-0756,20757,Oxford University Press
POSTGRADUATE MEDICINE,Postgraduate Medicine,https://openalex.org/S11800902,0032-5481|1941-9260,20977,Taylor & Francis
POSTHARVEST BIOLOGY AND TECHNOLOGY,Postharvest Biology and Technology,https://openalex.org/S70397842,0925-5214|1873-2356,5673,Elsevier BV
POTATO RESEARCH,Potato Research,https://openalex.org/S52251279,0014-3065|1871-4528,2507,Springer Science+Business Media
POTENTIAL ANALYSIS,Potential Analysis,https://openalex.org/S71596206,0926-2601|1572-929X,1565,Springer Science+Business Media
POULTRY SCIENCE,Poultry Science,https://openalex.org/S133896805,0032-5791|1525-3171,30513,Elsevier BV
POWDER DIFFRACTION,Powder Diffraction,https://openalex.org/S197027301,0885-7156|1945-7413,4303,Cambridge University Press
POWDER METALLURGY,Powder Metallurgy,https://openalex.org/S78718257,0032-5899|1743-2901,2924,Maney Publishing
POWDER METALLURGY AND METAL CERAMICS,Powder Metallurgy and Metal Ceramics,https://openalex.org/S86491869,1068-1302|1573-9066,3144,Springer Science+Business Media
POWDER TECHNOLOGY,Powder Technology,https://openalex.org/S122730748,0032-5910|1873-328X,18983,Elsevier BV
PPAR RESEARCH,PPAR Research,https://openalex.org/S71649485,1687-4757|1687-4765,651,Hindawi Publishing Corporation
PRACTICAL RADIATION ONCOLOGY,Practical Radiation Oncology,https://openalex.org/S2764989788,1879-8500|1879-8519,1898,Elsevier BV
PRAKTISCHE METALLOGRAPHIE-PRACTICAL METALLOGRAPHY,Praktische Metallographie-practical Metallography,https://openalex.org/S139233680,,28,
PRATIQUES PSYCHOLOGIQUES,Pratiques Psychologiques,https://openalex.org/S207775623,1269-1763|1878-092X,802,Elsevier BV
PRECAMBRIAN RESEARCH,Precambrian Research,https://openalex.org/S1025118869,0301-9268|1872-7433,7432,Elsevier BV
PRECISION AGRICULTURE,Precision Agriculture,https://openalex.org/S42419699,1385-2256|1573-1618,1201,Springer Science+Business Media
PREHOSPITAL AND DISASTER MEDICINE,Prehospital and Disaster Medicine,https://openalex.org/S2754346785,1049-023X|1945-1938,8328,Cambridge University Press
PREHOSPITAL EMERGENCY CARE,Prehospital Emergency Care,https://openalex.org/S41500138,1090-3127|1545-0066,2798,Taylor & Francis
PRENATAL DIAGNOSIS,Prenatal Diagnosis,https://openalex.org/S171405753,0197-3851|1097-0223,9699,Wiley
PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY,Preparative Biochemistry & Biotechnology,https://openalex.org/S113958752,1082-6068|1532-2297,1722,Taylor & Francis
PRESLIA,Preslia,https://openalex.org/S63092396,0032-7786|2570-950X,384,Czech Botanical Society
PREVENTING CHRONIC DISEASE,Preventing Chronic Disease,https://openalex.org/S2475403985,1545-1151,2483,Centers for Disease Control and Prevention
PREVENTIVE MEDICINE,Preventive Medicine,https://openalex.org/S8081180,0091-7435|1096-0260,9993,Elsevier BV
PREVENTIVE MEDICINE REPORTS,Preventive Medicine Reports,https://openalex.org/S2736416831,2211-3355,2196,Elsevier BV
PREVENTIVE VETERINARY MEDICINE,Preventive Veterinary Medicine,https://openalex.org/S178566096,0167-5877|1873-1716,5998,Elsevier BV
PRIMARY CARE DIABETES,Primary care diabetes,https://openalex.org/S67695068,1878-0210|1751-9918,1553,Elsevier BV
PRIMARY HEALTH CARE RESEARCH & DEVELOPMENT,Primary Health Care Research & Development,https://openalex.org/S40650403,1463-4236|1477-1128,1391,Cambridge University Press
PRIMATES,Primates,https://openalex.org/S91612243,0032-8332|1016-7365|1610-7365,3380,Springer Science+Business Media
PRION,Prion,https://openalex.org/S4594078,1933-6896|1933-690X,933,Landes Bioscience
PROBABILISTIC ENGINEERING MECHANICS,Probabilistic Engineering Mechanics,https://openalex.org/S189810516,0266-8920|1878-4275,1684,Elsevier BV
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,Probability in the Engineering and Informational Sciences,https://openalex.org/S203441484,0269-9648|1469-8951,1591,Cambridge University Press
PROBABILITY THEORY AND RELATED FIELDS,Probability Theory and Related Fields,https://openalex.org/S105693234,0178-8051|1432-2064,2919,Springer Science+Business Media
PROBIOTICS AND ANTIMICROBIAL PROTEINS,Probiotics and Antimicrobial Proteins,https://openalex.org/S163406742,1867-1306|1867-1314,1062,Springer Science+Business Media
PROBLEMS OF INFORMATION TRANSMISSION,Problems of Information Transmission,https://openalex.org/S172430362,0032-9460|1608-3253,735,Pleiades Publishing
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,Proceedings of the Academy of Natural Sciences of Philadelphia,https://openalex.org/S4210231473,0097-3157|1938-5293,453,Academy of Natural Sciences of Drexel University
PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,Proceedings of the American Mathematical Society,https://openalex.org/S4210226894,0002-9939|1088-6826,50409,American Mathematical Society
PROCEEDINGS OF THE COMBUSTION INSTITUTE,Proceedings of the Combustion Institute,https://openalex.org/S4210174958,1540-7489|1873-2704,5960,Elsevier BV
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,Proceedings of the Edinburgh Mathematical Society,https://openalex.org/S4210178775,0013-0915|1464-3839,4799,Cambridge University Press
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,Proceedings of the Entomological Society of Washington,https://openalex.org/S4210224067,0013-8797|2378-6477,3014,
PROCEEDINGS OF THE ESTONIAN ACADEMY OF SCIENCES,Proceedings of the Estonian Academy of Sciences,https://openalex.org/S4210205315,1736-6046|1736-7530,642,Estonian Academy Publishers
PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,Proceedings of the Geologists Association,https://openalex.org/S4210171952,0016-7878|2773-0743,6684,Elsevier BV
PROCEEDINGS OF THE IEEE,Proceedings of the IEEE,https://openalex.org/S68686220,0018-9219|1558-2256,19672,Institute of Electrical and Electronics Engineers
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,Proceedings of the Linnean Society of New South Wales,https://openalex.org/S4210212754,0370-047X,2086,Linnean Society of New South Wales
PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,Proceedings of the London Mathematical Society,https://openalex.org/S2898222998,0024-6115|1460-244X,8188,Wiley
PROCEEDINGS OF THE NUTRITION SOCIETY,Proceedings of The Nutrition Society,https://openalex.org/S4210187764,0029-6651|1475-2719,9929,Cambridge University Press
PROCEEDINGS OF THE STEKLOV INSTITUTE OF MATHEMATICS,Proceedings of the Steklov Institute of Mathematics,https://openalex.org/S4210176787,0081-5438|1531-8605,2318,Pleiades Publishing
PROCEEDINGS OF THE VLDB ENDOWMENT,Proceedings of the VLDB Endowment,https://openalex.org/S4210226185,2150-8097,3571,Association for Computing Machinery
PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,Proceedings of the Yorkshire Geological Society,https://openalex.org/S4210235697,0044-0604|2041-4811,2214,Zoological Society of London
PROCESS BIOCHEMISTRY,Process Biochemistry,https://openalex.org/S173499201,1359-5113|1873-3298,8578,Elsevier BV
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,Process Safety and Environmental Protection,https://openalex.org/S166351637,0957-5820|0263-8762|1744-3563|1744-3598|1876-4800,6266,Elsevier BV
PROCESS SAFETY PROGRESS,Process Safety Progress,https://openalex.org/S139295051,1066-8527|1547-5913,2144,Wiley
PROCESSES,Processes,https://openalex.org/S4210201879,2227-9717,9399,Multidisciplinary Digital Publishing Institute
PROCESSING AND APPLICATION OF CERAMICS,Processing and Application of Ceramics,https://openalex.org/S2737755240,1820-6131|2406-1034,562,University of Novi Sad
PRODUCTION AND OPERATIONS MANAGEMENT,Production and Operations Management,https://openalex.org/S149070780,1059-1478|1937-5956,3179,Wiley
PRODUCTION PLANNING & CONTROL,Production Planning & Control,https://openalex.org/S165057322,0953-7287|1366-5871,2934,Taylor & Francis
PROGRAMMING AND COMPUTER SOFTWARE,Programming and Computer Software,https://openalex.org/S150218641,0361-7688|1608-3261,1174,Pleiades Publishing
PROGRESS IN AEROSPACE SCIENCES,Progress in Aerospace Sciences,https://openalex.org/S166193747,0376-0421|1873-1724,1124,Elsevier BV
PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,https://openalex.org/S62847986,1000-3282,3337,Science Press
PROGRESS IN BIOMATERIALS,Progress in Biomaterials,https://openalex.org/S2737522682,2194-0517|2194-0509,215,Springer Nature
PROGRESS IN CARDIOVASCULAR DISEASES,Progress in Cardiovascular Diseases,https://openalex.org/S192202259,0033-0620|1873-1740,3239,Elsevier BV
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,Progress in Crystal Growth and Characterization of Materials,https://openalex.org/S118960844,0960-8974|1878-4208,623,Elsevier BV
PROGRESS IN EARTH AND PLANETARY SCIENCE,Progress in Earth and Planetary Science,https://openalex.org/S2737866796,2197-4284,548,Springer Nature
PROGRESS IN ELECTROMAGNETICS RESEARCH-PIER,Progress in Electromagnetics Research-pier,https://openalex.org/S76773772,,35,The Electromagnetics Academy
PROGRESS IN ENERGY AND COMBUSTION SCIENCE,Progress in Energy and Combustion Science,https://openalex.org/S65236890,0360-1285|1873-216X,1134,Elsevier BV
PROGRESS IN LIPID RESEARCH,Progress in Lipid Research,https://openalex.org/S108758393,0163-7827|1873-2194,1345,Elsevier BV
PROGRESS IN MATERIALS SCIENCE,Progress in Materials Science,https://openalex.org/S88404446,0079-6425|1873-2208,1150,Elsevier BV
PROGRESS IN NEUROBIOLOGY,Progress in Neurobiology,https://openalex.org/S69289175,0301-0082|1873-5118,2876,Elsevier BV
PROGRESS IN NUCLEAR ENERGY,Progress in Nuclear Energy,https://openalex.org/S201829030,0149-1970|1878-4224,5245,Elsevier BV
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,Progress in Nuclear Magnetic Resonance Spectroscopy,https://openalex.org/S11006672,0079-6565|1873-3301,897,Elsevier BV
PROGRESS IN OCEANOGRAPHY,Progress In Oceanography,https://openalex.org/S9314624,0079-6611|1873-4472,3364,Elsevier BV
PROGRESS IN ORGANIC COATINGS,Progress in Organic Coatings,https://openalex.org/S41155759,0300-9440|1873-331X,7938,Elsevier BV
PROGRESS IN ORTHODONTICS,Progress in Orthodontics,https://openalex.org/S192792821,1723-7785|2196-1042,154,Springer Nature
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,Progress in Particle and Nuclear Physics,https://openalex.org/S37308595,0146-6410|1873-2224,2155,Elsevier BV
PROGRESS IN POLYMER SCIENCE,Progress in Polymer Science,https://openalex.org/S119685760,0079-6700|1873-1619,1895,Elsevier BV
PROGRESS IN QUANTUM ELECTRONICS,Progress in Quantum Electronics,https://openalex.org/S83014014,0079-6727|1873-1627,457,Elsevier BV
PROGRESS IN REACTION KINETICS AND MECHANISM,Progress in Reaction Kinetics and Mechanism,https://openalex.org/S121492938,1468-6783|1471-406X,497,SAGE Publishing
PROGRESS IN RETINAL AND EYE RESEARCH,Progress in Retinal and Eye Research,https://openalex.org/S138587161,1350-9462|1873-1635,1078,Elsevier BV
PROGRESS IN RUBBER PLASTICS AND RECYCLING TECHNOLOGY,Progress in Rubber Plastics and Recycling Technology,https://openalex.org/S2491163546,1477-7606|1478-2413,378,SAGE Publishing
PROGRESS IN SOLID STATE CHEMISTRY,Progress in Solid State Chemistry,https://openalex.org/S185988428,0079-6786|1873-1643,543,Elsevier BV
PROGRESS IN SURFACE SCIENCE,Progress in Surface Science,https://openalex.org/S98443392,0079-6816|1878-4240,1233,Elsevier BV
PROGRESS IN TRANSPLANTATION,Progress in Transplantation,https://openalex.org/S177170826,1526-9248|2164-6708,2004,SAGE Publishing
PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS,Progress of Theoretical and Experimental Physics,https://openalex.org/S4210202364,2050-3911,1882,University of Oxford
PROPAGATION OF ORNAMENTAL PLANTS,Propagation of Ornamental Plants,https://openalex.org/S140869300,1311-9109,150,
PROPELLANTS EXPLOSIVES PYROTECHNICS,Propellants Explosives Pyrotechnics,https://openalex.org/S181849574,0721-3115|1521-4087,4961,Wiley
PROPULSION AND POWER RESEARCH,Propulsion and Power Research,https://openalex.org/S2764907551,2212-540X,336,Elsevier BV
PROSTAGLANDINS & OTHER LIPID MEDIATORS,Prostaglandins & Other Lipid Mediators,https://openalex.org/S49907878,1098-8823|2212-196X,1802,Elsevier BV
PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,Prostaglandins Leukotrienes and Essential Fatty Acids,https://openalex.org/S9307485,0952-3278|1532-2823,4572,Elsevier BV
PROSTATE CANCER AND PROSTATIC DISEASES,Prostate Cancer and Prostatic Diseases,https://openalex.org/S107943385,1365-7852|1476-5608,2099,Springer Nature
PROSTATE INTERNATIONAL,Prostate International,https://openalex.org/S2764768438,2287-8882|2287-903X,349,Elsevier BV
PROSTHETICS AND ORTHOTICS INTERNATIONAL,Prosthetics and Orthotics International,https://openalex.org/S140550477,0309-3646|1746-1553,2458,Lippincott Williams & Wilkins
PROTECTION AND CONTROL OF MODERN POWER SYSTEMS,Protection and Control of Modern Power Systems,https://openalex.org/S2737292043,2367-0983|2367-2617,266,Springer Science+Business Media
PROTECTION OF METALS AND PHYSICAL CHEMISTRY OF SURFACES,Protection of Metals and Physical Chemistry of Surfaces,https://openalex.org/S30184629,2070-2051|2070-206X,2090,Pleiades Publishing
PROTEIN & CELL,Protein & Cell,https://openalex.org/S126440360,1674-800X|1674-8018,1482,Springer Science+Business Media
PROTEIN AND PEPTIDE LETTERS,Protein and Peptide Letters,https://openalex.org/S3577691,0929-8665|1875-5305,3626,Bentham Science Publishers
PROTEIN EXPRESSION AND PURIFICATION,Protein Expression and Purification,https://openalex.org/S9184782,1046-5928|1096-0279,6182,Elsevier BV
PROTEIN SCIENCE,Protein Science,https://openalex.org/S156919612,0961-8368|1469-896X,8767,Wiley
PROTEOME SCIENCE,Proteome Science,https://openalex.org/S123527438,1477-5956,682,BioMed Central
PROTEOMICS,PROTEOMICS,https://openalex.org/S182655450,1615-9853|1615-9861,9389,Wiley
PROTIST,Protist,https://openalex.org/S103897674,1434-4610|1618-0941,1395,Elsevier BV
